,Date,AAPL,ABBV,ABT,ACN,ADBE,AGYS,AMD,AMGN,AMRK,AMT,AMZN,ARAY,AVGO,BAC,BMY,BRK-B,CELH,CLSK,CMCSA,COST,CPSS,CRM,CSCO,CSTR,CVS,CVX,DHR,DIS,DPZ,ELV,FAF,FATE,FISI,FMS,FORR,GOGO,HD,HON,HUBS,IBM,INOD,INTC,INTU,JNJ,JPM,KO,LIN,LLY,LOW,MA,MAN,MCD,MCFT,MDT,MFIN,MGRC,MRK,MS,MSFT,MTB,NEE,NKE,NNN,NOVT,NRXP,NVDA,OLED,ORCL,PDLB,PEP,PFE,PG,PM,PTGX,QCOM,RC,RTX,SBUX,SEAS,SKY,SRPT,SSTI,SYNA,T,THRM,TMO,TSLA,TSNDF,TTMI,TXN,UNH,UNP,UPS,V,VRRM,VZ,WAT,WFC,WMT,WT,XOM
0,2018-01-12 00:00:00,41.86470413208008,76.2807388305664,53.12953186035156,146.0972442626953,195.0500030517578,12.539999961853027,12.020000457763672,154.2771759033203,5.543101787567139,115.9491195678711,65.26000213623047,5.050000190734863,213.8890838623047,27.117290496826172,51.81056213378906,210.16000366210938,1.7833329439163208,24.399999618530273,36.93370056152344,173.78811645507812,4.139999866485596,110.23999786376953,34.072357177734375,19.532169342041016,65.7143325805664,103.23841857910156,85.52337646484375,109.0223159790039,198.6371612548828,223.1428680419922,48.861515045166016,7.010000228881836,25.059123992919922,48.52329635620117,42.667850494384766,10.350000381469727,169.8214874267578,134.83950805664062,92.6500015258789,116.91761016845703,1.2000000476837158,36.78596115112305,157.71963500976562,123.9476547241211,94.55616760253906,38.1602668762207,148.4911651611328,78.2764892578125,90.0045166015625,157.03582763671875,109.39311981201172,150.792724609375,21.84000015258789,73.816650390625,4.944246768951416,43.01493453979492,46.60194778442383,46.20869445800781,83.63606262207031,149.1951141357422,32.68711471557617,60.76555252075195,29.901092529296875,54.70000076293945,9.680000305175781,55.15808868408203,190.54058837890625,44.89479064941406,10.75268840789795,98.62100982666016,27.236801147460938,75.79005432128906,74.84915924072266,19.84000015258789,55.35715103149414,7.471278667449951,74.2923812866211,53.431819915771484,14.84000015258789,20.32034683227539,61.52000045776367,17.06999969482422,49.7599983215332,17.312185287475586,32.95000076293945,207.06182861328125,22.4146671295166,2.496000051498413,17.389999389648438,95.64088439941406,209.35450744628906,123.89148712158203,110.6494140625,115.29548645019531,9.970000267028809,38.2449836730957,209.75,52.50067138671875,90.6727523803711,11.675838470458984,65.07193756103516
1,2018-01-16 00:00:00,41.651947021484375,77.91522979736328,52.768348693847656,144.1354522705078,192.4600067138672,12.40999984741211,11.90999984741211,154.6940460205078,5.531248092651367,118.24192810058594,65.24299621582031,5.0,213.04734802246094,27.160757064819336,49.426673889160156,210.2899932861328,1.8166669607162476,24.399999618530273,36.394142150878906,173.50729370117188,4.099999904632568,108.88999938964844,33.797245025634766,19.413732528686523,66.2648696899414,102.00978088378906,85.59223175048828,107.29688262939453,196.88735961914062,224.9386444091797,49.058834075927734,6.550000190734863,24.789670944213867,48.46990966796875,42.716949462890625,10.09000015258789,169.7263946533203,133.8392333984375,93.25,117.42646026611328,1.2000000476837158,36.70088577270508,155.59124755859375,124.883056640625,94.2204818725586,38.47447204589844,146.63670349121094,76.7555923461914,90.10265350341797,156.99710083007812,108.81980895996094,150.8883056640625,21.239999771118164,73.70435333251953,4.990196704864502,43.01493453979492,49.31100082397461,45.772762298583984,82.46923828125,148.57667541503906,32.73496627807617,59.59101867675781,29.908580780029297,55.95000076293945,9.680000305175781,54.448143005371094,192.28509521484375,44.96733474731445,10.77419376373291,99.02429962158203,27.281522750854492,76.3060073852539,75.11416625976562,19.3799991607666,57.787166595458984,7.372650146484375,72.8726806640625,53.5733528137207,14.229999542236328,19.850234985351562,60.150001525878906,16.040000915527344,47.36000061035156,17.227739334106445,32.599998474121094,204.9337615966797,22.67066764831543,2.568000078201294,17.100000381469727,95.8105697631836,213.2552490234375,123.13671875,109.65093231201172,115.5835189819336,9.970000267028809,38.09748458862305,208.94000244140625,52.45871353149414,90.51094818115234,11.331652641296387,64.66300964355469
2,2018-01-17 00:00:00,42.339874267578125,79.33684539794922,53.26497268676758,146.1885223388672,196.49000549316406,12.649999618530273,12.180000305175781,156.75338745117188,5.535199165344238,119.12246704101562,64.75,5.199999809265137,215.11917114257812,27.108591079711914,51.018680572509766,214.16000366210938,1.8233330249786377,24.399999618530273,36.27231216430664,174.19578552246094,4.090000152587891,110.04000091552734,34.34746170043945,19.705263137817383,66.31492614746094,102.28024291992188,85.69547271728516,108.53764343261719,195.5703582763672,231.8240509033203,50.28385925292969,6.960000038146973,25.1361141204834,48.87033462524414,43.698944091796875,10.1899995803833,172.76112365722656,134.28001403808594,94.19999694824219,120.86646270751953,1.1799999475479126,37.76430892944336,157.5087127685547,124.9850845336914,94.82474517822266,38.71426773071289,147.8670196533203,77.58353424072266,90.73623657226562,158.96095275878906,111.28167724609375,152.01773071289062,22.0,74.38677978515625,4.935056209564209,43.6592903137207,49.27922058105469,46.40150451660156,84.14010620117188,149.77178955078125,33.026336669921875,59.95747375488281,30.39508628845215,57.400001525878906,9.680000305175781,55.5885124206543,197.17947387695312,45.58394241333008,10.759857177734375,100.13334655761719,27.713844299316406,77.13484191894531,75.77314758300781,19.459999084472656,57.592430114746094,7.372650146484375,73.11746215820312,53.66181564331055,14.229999542236328,20.272375106811523,61.16999816894531,16.100000381469727,46.81999969482422,17.28873062133789,32.70000076293945,208.3524627685547,23.143999099731445,2.700000047683716,17.489999771118164,101.1051254272461,218.31874084472656,123.26838684082031,110.58341217041016,117.11003112792969,9.970000267028809,38.14173126220703,209.16000366210938,53.61699676513672,92.3177490234375,11.55228328704834,65.42884063720703
3,2018-01-18 00:00:00,42.37770080566406,78.91871643066406,53.33720779418945,146.85464477539062,196.1999969482422,12.489999771118164,12.470000267028809,156.40322875976562,5.43247652053833,117.85836791992188,64.66600036621094,5.349999904632568,218.34823608398438,27.369426727294922,51.00218200683594,213.19000244140625,1.9166669845581055,24.399999618530273,36.42024612426758,173.48916625976562,4.099999904632568,111.7699966430664,34.43083953857422,19.668819427490234,66.1897964477539,101.68521881103516,85.82453918457031,107.03516387939453,198.41136169433594,232.28929138183594,50.35785675048828,7.179999828338623,25.020627975463867,48.9326286315918,44.43544387817383,10.130000114440918,171.47286987304688,133.7460174560547,96.30000305175781,121.20333099365234,1.2300000190734863,37.840877532958984,157.61419677734375,124.93408203125,95.05133056640625,38.76388168334961,146.09393310546875,77.23255157470703,90.45068359375,160.08306884765625,110.59873962402344,151.6614990234375,21.979999542236328,75.38023376464844,4.9166765213012695,43.441612243652344,48.5642204284668,46.812286376953125,84.102783203125,155.57174682617188,32.787147521972656,60.23936080932617,29.706501007080078,57.599998474121094,9.680000305175781,55.51923370361328,199.26321411132812,45.54767990112305,10.77419376373291,100.02415466308594,27.572223663330078,76.85362243652344,75.2574234008789,19.040000915527344,57.61783981323242,7.372650146484375,73.2208251953125,54.042205810546875,13.960000038146973,20.45466423034668,61.84000015258789,16.219999313354492,44.88999938964844,17.42947769165039,32.099998474121094,209.26873779296875,22.971332550048828,2.7109999656677246,17.489999771118164,98.77180480957031,222.64979553222656,123.24202728271484,110.23681640625,118.19493103027344,9.970000267028809,38.0163688659668,207.8699951171875,53.675758361816406,93.75599670410156,11.30517864227295,65.00502014160156
4,2018-01-19 00:00:00,42.18858337402344,79.54969787597656,53.55392074584961,147.59375,195.72999572753906,12.529999732971191,12.59000015258789,157.81227111816406,5.4680352210998535,119.97681427001953,64.72899627685547,5.300000190734863,215.5885772705078,27.57808494567871,51.37336730957031,213.25,1.9600000381469727,24.399999618530273,36.98591613769531,174.19578552246094,4.139999866485596,111.93000030517578,34.422508239746094,19.805469512939453,66.61521911621094,101.46112823486328,86.5301284790039,107.19994354248047,200.88552856445312,232.67079162597656,50.81005096435547,7.369999885559082,25.29007911682129,49.608909606933594,44.77914047241211,10.229999542236328,174.0666046142578,134.5174102783203,99.05000305175781,116.36579132080078,1.25,38.130126953125,160.81631469726562,125.30824279785156,94.84152221679688,38.99541091918945,146.43771362304688,76.9355697631836,93.654296875,161.3890838623047,112.16693878173828,153.00811767578125,22.510000228881836,74.87920379638672,4.668545246124268,43.99018859863281,48.683380126953125,48.17038345336914,84.0094223022461,157.76976013183594,32.652320861816406,63.152198791503906,30.185514450073242,59.20000076293945,9.680000305175781,56.92182540893555,197.3733367919922,45.865047454833984,10.78136157989502,100.96513366699219,27.534954071044922,77.61209106445312,78.0150146484375,18.989999771118164,57.60935974121094,7.446620941162109,73.9224853515625,54.19259262084961,13.760000228881836,20.694515228271484,62.380001068115234,16.299999237060547,45.59000015258789,17.45762825012207,32.400001525878906,210.35244750976562,23.334667205810547,2.7230000495910645,17.59000015258789,99.128173828125,222.8238067626953,123.96173095703125,109.81597137451172,117.80127716064453,9.970000267028809,38.281856536865234,210.72000122070312,53.90237045288086,94.01667022705078,11.384603500366211,64.79683685302734
5,2018-01-22 00:00:00,41.84342575073242,80.95610046386719,53.7886848449707,147.30172729492188,197.83999633789062,12.460000038146973,12.649999618530273,160.35520935058594,5.2981462478637695,121.38915252685547,66.3655014038086,5.150000095367432,212.1248016357422,27.769351959228516,52.1982536315918,215.97000122070312,1.9733330011367798,24.399999618530273,37.3253288269043,176.08912658691406,4.28000020980835,112.88999938964844,34.7309455871582,19.68703842163086,67.5244369506836,102.4347915649414,86.0224609375,107.6943130493164,203.47254943847656,233.08016967773438,50.900489807128906,8.289999961853027,24.866655349731445,49.42203903198242,44.8282470703125,10.40999984741211,176.7727813720703,134.39022827148438,100.9000015258789,116.5306396484375,1.2699999809265137,38.921321868896484,161.7079620361328,125.97154235839844,95.94930267333984,39.177330017089844,145.29791259765625,76.89058685302734,95.58182525634766,162.7917938232422,113.1364974975586,153.0863037109375,22.780000686645508,74.3349609375,4.521503925323486,43.981475830078125,48.6595573425293,48.0865478515625,85.51226806640625,157.75303649902344,32.62187957763672,62.38170623779297,30.48489761352539,59.400001525878906,9.680000305175781,57.80739974975586,192.86659240722656,45.982933044433594,10.831541061401367,102.09098815917969,27.527503967285156,78.31090545654297,77.93624877929688,18.920000076293945,58.14278793334961,7.495936393737793,73.54719543457031,54.325286865234375,14.289999961853027,20.329940795898438,65.6500015258789,16.200000762939453,45.349998474121094,17.76727867126465,32.0,212.1356201171875,23.437332153320312,2.6440000534057617,17.200000762939453,101.34269714355469,223.0160369873047,124.59354400634766,109.63444519042969,119.3661880493164,9.930000305175781,39.424930572509766,214.77000427246094,54.330440521240234,94.78973388671875,11.28752613067627,65.61470031738281
6,2018-01-23 00:00:00,41.852882385253906,80.11226654052734,53.48168182373047,146.79991149902344,200.08999633789062,12.369999885559082,12.9399995803833,160.07174682617188,5.396918296813965,123.09786224365234,68.12699890136719,5.199999809265137,212.76409912109375,27.751962661743164,52.321983337402344,215.55999755859375,1.946666955947876,24.399999618530273,36.93370056152344,175.21946716308594,4.570000171661377,113.23999786376953,35.0977783203125,19.240638732910156,67.51603698730469,101.24476623535156,86.00525665283203,107.02546691894531,206.5581817626953,233.08016967773438,50.7196044921875,9.119999885559082,24.866655349731445,50.16950988769531,44.43544387817383,10.479999542236328,177.15318298339844,135.28030395507812,100.75,119.14646911621094,1.2300000190734863,39.1850471496582,161.50662231445312,120.60578155517578,95.84857940673828,39.235198974609375,144.0404815673828,75.97264099121094,95.94910430908203,161.73728942871094,111.95614624023438,153.60755920410156,24.049999237060547,73.62659454345703,4.503123760223389,43.85086441040039,49.01704788208008,47.70930480957031,85.78295135498047,157.81155395507812,33.20899963378906,63.08641052246094,30.859132766723633,58.54999923706055,9.680000305175781,59.098655700683594,183.51402282714844,46.35470962524414,10.903225898742676,101.91455078125,27.445510864257812,75.89059448242188,78.45195007324219,19.469999313354492,57.863372802734375,7.446620941162109,73.99322509765625,54.57297897338867,14.34000015258789,20.598575592041016,67.0199966430664,15.9399995803833,44.900001525878906,17.4482479095459,32.29999923706055,211.37701416015625,23.519332885742188,2.700000047683716,17.15999984741211,101.72449493408203,224.52688598632812,124.05823516845703,108.98252868652344,119.67342376708984,9.970000267028809,39.255306243896484,210.99000549316406,54.12900161743164,95.19424438476562,11.155149459838867,65.65188598632812
7,2018-01-24 00:00:00,41.18623733520508,80.21109008789062,55.73002624511719,146.5443878173828,197.77999877929688,12.25,12.710000038146973,158.93780517578125,5.365311145782471,123.58606719970703,67.87550354003906,5.599999904632568,207.87594604492188,27.89976692199707,52.59419250488281,215.61000061035156,1.976667046546936,24.399999618530273,37.41234588623047,175.9622802734375,4.409999847412109,112.8499984741211,35.15613555908203,19.067548751831055,67.9189224243164,101.5306625366211,87.23574829101562,107.11270904541016,205.758544921875,235.3970184326172,50.16053009033203,8.319999694824219,24.366241455078125,50.302982330322266,43.55164337158203,10.220000267028809,178.29443359375,135.6024169921875,97.25,118.51580047607422,1.2400000095367432,38.71713638305664,160.63417053222656,120.80987548828125,97.07386779785156,39.54942321777344,145.52406311035156,75.86466217041016,95.5997314453125,161.56312561035156,111.98145294189453,153.00811767578125,24.329999923706055,74.08444213867188,4.411223888397217,42.884334564208984,48.603946685791016,47.98595428466797,85.70829772949219,158.3380584716797,32.802364349365234,63.89451217651367,30.604650497436523,57.95000076293945,9.680000305175781,58.329349517822266,172.99844360351562,46.653968811035156,10.89605712890625,101.78012084960938,27.527503967285156,75.25995635986328,79.21834564208984,19.15999984741211,57.558563232421875,7.471278667449951,73.80282592773438,53.81221389770508,14.529999732971191,20.991933822631836,65.77999877929688,16.1299991607666,43.27000045776367,17.368492126464844,31.799999237060547,212.1356201171875,23.05933380126953,2.7160000801086426,16.850000381469727,93.07846069335938,224.197265625,123.90904235839844,108.66895294189453,119.57743072509766,9.949999809265137,39.98540496826172,214.3000030517578,54.95994186401367,95.09535217285156,10.76683521270752,65.8228759765625
8,2018-01-25 00:00:00,40.45100402832031,82.33212280273438,57.084449768066406,146.7177734375,197.50999450683594,12.850000381469727,12.40999984741211,158.4792938232422,5.45618200302124,124.63223266601562,68.89749908447266,5.699999809265137,200.13099670410156,27.89976692199707,52.3962287902832,215.10000610351562,1.9433330297470093,24.399999618530273,36.67263412475586,179.32321166992188,4.420000076293945,111.95999908447266,34.93104553222656,17.75568962097168,68.47286987304688,100.95884704589844,88.37158966064453,107.16117858886719,206.3323974609375,233.8710479736328,50.88405227661133,8.649999618530273,24.019805908203125,50.356380462646484,43.79714584350586,10.039999961853027,177.55953979492188,137.18759155273438,98.1500015258789,118.58743286132812,1.2300000190734863,38.538482666015625,160.8930206298828,122.79118347167969,97.09902954101562,39.55767822265625,147.76748657226562,76.50360870361328,95.29517364501953,163.0915985107422,112.73182678222656,152.60848999023438,24.75,75.0001220703125,4.4296040534973145,42.34446716308594,48.699275970458984,47.62546920776367,86.18434143066406,156.83375549316406,33.289451599121094,63.62202072143555,30.956430435180664,59.04999923706055,9.699999809265137,58.465396881103516,163.06439208984375,46.78997039794922,10.910393714904785,101.57847595214844,27.751117706298828,75.28550720214844,76.99076843261719,19.850000381469727,57.08440017700195,7.495936393737793,74.92881774902344,53.564510345458984,14.539999961853027,23.294525146484375,67.61000061035156,17.020000457763672,43.970001220703125,17.570226669311523,31.450000762939453,214.65777587890625,22.50933265686035,2.7130000591278076,16.729999542236328,93.46029663085938,224.4994354248047,117.24803161621094,108.33888244628906,120.22066497802734,9.949999809265137,40.037025451660156,217.2100067138672,55.10262680053711,95.82347869873047,10.77565860748291,65.70392608642578
9,2018-01-26 00:00:00,40.545570373535156,93.66703796386719,57.26504135131836,148.32373046875,201.3000030517578,12.40999984741211,12.949999809265137,163.42340087890625,5.444328308105469,126.52404022216797,70.10250091552734,5.650000095367432,202.96353149414062,27.995403289794922,52.99838638305664,217.19000244140625,1.9600000381469727,24.399999618530273,37.24699783325195,180.19287109375,4.550000190734863,113.69999694824219,35.481266021728516,18.01987648010254,68.83379364013672,101.3761215209961,89.31812286376953,108.75089263916016,203.9335174560547,240.2353973388672,51.04847717285156,8.819999694824219,23.673362731933594,51.059356689453125,43.84624481201172,10.050000190734863,179.16763305664062,139.85775756835938,101.69999694824219,119.92765808105469,1.2200000286102295,42.60502243041992,163.40487670898438,123.58202362060547,97.61933135986328,40.12821960449219,149.88427734375,78.36648559570312,96.20889282226562,164.7845916748047,114.67938995361328,154.9541473388672,24.1299991607666,75.25928497314453,4.55826473236084,43.01493453979492,49.28715896606445,48.28774642944336,87.79917907714844,158.26287841796875,34.28971862792969,63.93209457397461,30.522319793701172,59.79999923706055,9.699999809265137,60.19202423095703,165.19659423828125,47.8327751159668,10.853047370910645,102.30104064941406,29.07793426513672,74.76567077636719,78.92467498779297,19.229999542236328,58.02424621582031,7.421963691711426,75.0539321899414,51.29984664916992,14.649999618530273,22.354297637939453,67.58000183105469,16.719999313354492,45.06999969482422,17.743820190429688,32.04999923706055,216.52964782714844,22.856666564941406,2.6470000743865967,16.899999618530273,96.46392059326172,227.5119171142578,117.80089569091797,109.51889038085938,121.2767562866211,9.949999809265137,40.3541374206543,218.13999938964844,55.337650299072266,97.43252563476562,10.88156509399414,66.17232513427734
